FID,C_Nus,Coord_X,Coord_Y
7153,N08272E,430.552.144,4.587.393.156
7154,N08273F,430543,4587367.1
7155,N08274G,430.537.423,4587351.83
7156,N08275H,430.529.362,4.587.331.195
7157,N08276I,430586.11,4.587.310.073
7158,N08277J,430.593.311,4.587.331.568
7159,N08278K,430.563.656,4.587.342.752
7160,N08279L,430.577.593,4.587.382.754
7161,N08280E,430.620.948,4.587.366.622
7162,N08281F,430.231.012,4.587.320.181
7163,N08282G,430.223.325,4.587.297.825
7164,N08283H,430.183.251,4.587.358.903
7165,N08284I,430195.18,4.587.295.848
7166,N08285J,430166.1,4.587.305.115
7167,N08287L,430.369.707,4.587.656.848
7168,N08289N,430.476.626,4.587.641.765
7169,N08290G,430.271.602,4.587.714.037
7170,N08291H,430.083.983,4.587.905.841
7171,N08292I,430.226.169,4.587.872.238
7172,N08293J,430.197.582,4.587.731.647
7173,N08297N,430.377.088,4588111.04
7174,N08298O,430.641.087,4.588.243.413
7175,N08300R,430.939.176,4.588.174.929
7176,N08301S,430.968.293,4.588.201.417
7177,N08302T,431.075.932,4.588.296.131
7178,N08303U,431.182.607,4.588.394.101
7179,N08304V,431.239.873,4.588.449.765
7180,N08305W,430.848.219,4.588.236.427
7181,N08306X,430937.83,4.588.278.168
7182,N08307Y,431.044.508,4588357.78
7183,N08309A,431153.22,4.588.414.222
7184,N08310T,431.206.595,4.588.470.756
7185,N08311U,431.148.106,4.588.187.494
7186,N08312V,431119.73,4.588.229.313
7187,N08313W,431.101.137,4.588.255.776
7188,N08314X,431011.39,4.588.424.114
7189,N08315Y,431.008.835,4588135.1
7190,N08317A,431.196.252,4.588.294.305
7191,N08318B,431.245.909,4.588.351.012
7192,N08319C,431.291.815,4.588.415.653
7193,N08320V,431.325.471,4.588.464.281
7194,N08321W,431.341.171,4.588.488.743
7195,N08322X,431.369.656,4.588.574.664
7196,N08323Y,431.225.023,4.588.200.049
7197,N08324Z,431.257.464,4.588.235.698
7198,N08325A,431.324.552,4.588.312.398
7199,N08326B,431.367.587,4.588.285.206
7200,N08327C,431.104.714,4.588.469.839
7201,N08328D,431.185.719,4.588.507.462
7202,N08329E,431.238.744,4.588.528.337
7203,N08330X,431.226.774,4.588.263.167
7204,N08331Y,431.406.183,4.588.139.496
7205,N08332Z,431.366.641,4.588.161.556
7206,N08333A,431.329.295,4.588.186.145
7207,N08334B,430991.49,4.588.163.726
7208,N08336D,430.802.317,4.588.320.264
7209,N08337E,431.421.445,4.588.451.327
7210,N08338F,430.761.865,4588432.33
7211,N08339G,430.758.594,4588556.18
7212,N08340Z,430.786.532,4.588.666.722
7213,N08341A,430.887.023,4.588.751.006
7214,N08342B,430.826.183,4588440.78
7215,N08343C,430.796.898,4.588.470.269
7216,N08344D,430.978.427,4.588.539.984
7217,N08345E,430.967.166,4.588.599.235
7218,N08346F,431.218.433,4.588.584.184
7219,N08347G,431.117.015,4.588.565.429
7220,N08348H,430.831.122,4.588.497.798
7221,N08349I,430.889.194,4.588.604.719
7222,N08350B,430.894.939,4.588.674.724
7223,N08351C,431.136.937,4.588.692.919
7224,N08352D,431.027.343,4.588.685.806
7225,N08353E,431.055.739,4.588.625.468
7226,N08355G,431.363.228,4.588.711.761
7227,N08356H,431323.29,4588708.17
7228,N08357I,431.281.132,4.588.704.799
7229,N08358J,431.233.423,4.588.701.178
7230,N08359K,431.184.409,4.588.628.985
7231,N08360D,431095.84,4.588.749.625
7232,N08361E,431.068.072,4.588.785.981
7233,N08362F,431.028.752,4.588.843.661
7234,N08363G,431.206.343,4.588.698.691
7235,N08364H,431.142.138,4.588.783.708
7236,N08365I,431.115.662,4.588.819.349
7237,N08366J,431.076.959,4.588.874.794
7238,N08367K,430.976.182,4.588.868.055
7239,N08368L,431.251.526,4.588.777.654
7240,N08370F,431.264.241,4.588.816.132
7241,N08372H,431.281.496,4.588.545.362
7242,N08373I,431.291.659,4.588.754.435
7243,N08374J,431.319.575,4.588.559.198
7244,N08375K,431.329.044,4.588.733.689
7245,N08376L,431.346.726,4.588.779.895
7246,N08378N,431.189.312,4588816.85
7247,N08379O,431.161.491,4.588.854.106
7248,N08380H,431.211.268,4.588.920.935
7249,N08381I,431218.03,4.588.964.584
7250,N08382J,431089.34,4.588.942.891
7251,N08383K,431.119.036,4588923.9
7252,N08384L,431.076.104,4.588.983.108
7253,N08385M,431.296.051,4.589.022.012
7254,N08386N,430955.88,4.588.807.468
7255,N08387O,430.937.308,4.588.875.359
7256,N08388P,430882.78,4.588.783.788
7257,N08389Q,430.879.828,4.588.807.096
7258,N08390J,431.056.084,4.588.964.794
7259,N08391K,431.252.036,4.589.037.876
7260,N08392L,429.993.309,4.588.353.628
7261,N08393M,430.255.704,4.588.419.712
7262,N08394N,430.611.054,4.588.424.633
7263,N08395O,430631.67,4.588.387.383
7264,N08396P,430.690.969,4.588.267.714
7265,N08399S,431.109.896,4.589.591.309
7266,N08400U,430.953.792,4.589.400.246
7267,N08401V,430.916.144,4.589.357.945
7268,N08402W,430.934.677,4.589.321.966
7269,N08403X,430.926.901,4.589.259.843
7270,N08404Y,430.992.471,4.589.325.903
7271,N08405Z,431.188.994,4.589.533.192
7272,N08406A,431.082.657,4.589.436.326
7273,N08407B,431.080.375,4.589.595.538
7274,N08408C,431.002.237,4.589.612.658
7275,N08409D,430973.13,4.589.494.138
7276,N08410W,431.043.843,4.589.526.845
7277,N08411X,431.216.715,4.589.693.415
7278,N08412Y,431.164.841,4.589.677.189
7279,N08414A,430.817.449,4.589.464.439
7280,N08415B,430.931.683,4.589.552.786
7281,N08416C,431.354.449,4.589.719.689
7282,N08417D,431.221.637,4.589.491.658
7283,N08419F,431.529.594,4.589.884.244
7284,N08420Y,431.386.955,4.589.706.342
7285,N08421Z,431261.14,4.589.431.567
7286,N08422A,431241.25,4.589.416.406
7287,N08423B,431.607.896,4.589.820.274
7288,N08424C,431.545.104,4589786.94
7289,N08425D,431.337.946,4.589.367.349
7290,N08426E,431.494.716,4.589.706.306
7291,N08427F,431.394.705,4.589.370.844
7292,N08428G,431.354.631,4.589.338.353
7293,N08429H,431.278.736,4.589.899.775
7294,N08430A,431.109.059,4.589.760.378
7295,N08431B,431.074.636,4589736.99
7296,N08432C,431.087.439,4.589.680.369
7297,N08433D,431412.39,4.589.871.121
7298,N08434E,431.241.043,4.589.803.768
7299,N08435F,431.318.596,4.589.793.773
7300,N08436G,431.304.693,4.589.743.062
7301,N08437H,431.286.082,4.589.713.132
7302,N08438I,431.284.395,4.589.756.884
7303,N08439J,431.118.228,4.589.854.061
7304,N08440C,431.257.633,4.589.936.317
7305,N08441D,431.154.236,4.589.944.414
7306,N08442E,431.060.382,4.589.944.099
7307,N08443F,431.226.124,4.589.984.434
7308,N08444G,431.074.818,4.589.106.994
7309,N08445H,431.297.402,4.589.192.621
7310,N08446I,431.386.472,4.589.220.067
7311,N08447J,431.421.133,4.589.273.569
7312,N08449L,431.681.873,4.589.529.971
7313,N08450E,431.729.794,4.589.551.037
7314,N08452G,431.869.734,4.589.532.336
7315,N08453H,432.063.076,4.589.284.862
7316,N08454I,431.994.172,4.589.124.071
7317,N08455J,432.100.825,4.589.377.738
7318,N08456K,432.147.399,4.589.242.302
7319,N08457L,432.173.564,4.589.225.044
7320,N08458M,432.162.991,4.589.357.089
7321,N08459N,432.088.644,4.589.402.583
7322,N08460G,432054.75,4.589.669.959
7323,N08461H,432.089.217,4.589.705.933
7324,N08462I,431.710.589,4.589.599.932
7325,N08463J,432.007.532,4.589.694.899
7326,N08464K,431.782.341,4589673.02
7327,N08465L,431.781.477,4.589.769.258
7328,N08467N,431.667.999,4.589.679.361
7329,N08468O,431.665.428,4.589.961.021
7330,N08470I,431.693.187,4.589.737.474
7331,N08471J,431.640.087,4.590.044.446
7332,N08473L,431.765.789,4.590.289.447
7333,N08474M,431.842.248,4590351.65
7334,N08475N,431.880.039,4.590.492.924
7335,N08476O,431.769.128,4.590.396.284
7336,N08477P,431.719.622,4.590.427.873
7337,N08478Q,431.737.814,4.590.346.353
7338,N08479R,431.834.151,4.590.497.284
7339,N08480K,431.689.732,4.590.421.671
7340,N08481L,431.758.924,4.590.495.616
7341,N08482M,431.648.367,4.590.477.667
7342,N08483N,432.001.274,4.590.453.676
7343,N08484O,431934.66,4.590.537.147
7344,N08485P,431.955.048,4.590.561.352
7345,N08486Q,431.966.458,4.590.593.502
7346,N08489T,431.702.331,4.590.925.775
7347,N08490M,431.800.976,4.590.737.466
7348,N08491N,431.849.345,4.590.729.096
7349,N08493P,431.534.734,4590682.01
7350,N08494Q,431.603.744,4.590.599.251
7351,N08495R,431.743.371,4590546.94
7352,N08497T,431.588.822,4.590.673.725
7353,N08498U,431.585.484,4590701.66
7354,N08499V,431564.47,4.590.782.465
7355,N08500X,431.559.824,4.590.952.247
7356,N08501Y,431.821.869,4.591.060.129
7357,N08502Z,431.751.051,4.590.961.509
7358,N08503A,431.671.919,4.590.945.431
7359,N08504B,431.589.168,4.590.999.913
7360,N08505C,431.706.111,4.590.372.639
7361,N08509G,431.032.418,4.590.403.455
7362,N08510Z,431.051.598,4.590.328.909
7363,N08511A,430.816.234,4.590.201.858
7364,N08512B,430.689.875,4.590.170.792
7365,N08513C,430.529.518,4.590.140.502
7366,N08514D,431.174.487,4.590.120.001
7367,N08515E,431.072.102,4590098.22
7368,N08516F,431.161.389,4.590.227.209
7369,N08517G,431.061.688,4.590.222.867
7370,N08518H,430.877.176,4.590.138.091
7371,N08519I,430.730.296,4.590.119.376
7372,N08520B,430.587.187,4.590.080.669
7373,N08521C,431.125.987,4.590.329.947
7374,N08522D,431.137.951,4.590.373.968
7375,N08523E,431.233.326,4.590.464.503
7376,N08524F,431.192.266,4.590.040.949
7377,N08525G,431558.68,4.590.281.449
7378,N08526H,431.429.654,4.590.254.099
7379,N08527I,431.212.566,4.590.076.376
7380,N08528J,431.452.876,4590357.39
7381,N08530D,431.499.633,4.590.404.144
7382,N08531E,431.304.305,4.590.252.105
7383,N08532F,431.238.108,4.590.165.285
7384,N08533G,431.327.059,4.590.337.197
7385,N08534H,431.410.844,4.590.537.184
7386,N08535I,431.196.393,4.590.356.601
7387,N08536J,431.303.338,4.590.447.915
7388,N08537K,431.170.493,4.590.563.826
7389,N08538L,430.204.608,4.588.026.119
7390,N08542H,430.098.661,4.588.123.484
7391,N08543I,430.145.391,4.588.145.013
7392,N08544J,430.226.178,4.588.184.538
7393,N08546L,430.445.895,4.588.366.465
7394,N08548N,430.286.211,4.588.354.682
7395,N08549O,431721.45,4.588.819.151
7396,N08556N,431.097.892,4.589.715.273
7397,N08557O,431.522.738,4.590.898.818
7398,N08558P,431.471.956,4.590.907.611
7399,N08559Q,431.454.555,4.590.882.638
7400,N08560J,433.022.215,4.582.672.634
7401,N08561K,433.126.489,4582680.4
7402,N08562L,432.935.614,4.582.569.014
7403,N08563M,433.073.833,4.582.431.436
7404,N08564N,432.593.663,4.582.511.477
7405,N08565O,432.563.958,4.582.483.075
7406,N08567Q,432.657.242,4.582.261.196
7407,N08568R,432.567.511,4.582.160.027
7408,N08570L,432.743.342,4.582.360.826
7409,N08571M,432.963.544,4.582.327.158
7410,N08572N,432.865.988,4.582.232.176
7411,N08573O,432.775.697,4.582.144.617
7412,N08574P,432.829.505,4.582.100.374
7413,N08575Q,432813.96,4582082.24
7414,N08576R,432894.05,4.582.034.933
7415,N08579U,432.947.295,4.581.964.729
7416,N08580N,432.847.936,4.581.873.584
7417,N08581O,432.789.149,4.581.934.485
7418,N08582P,432.725.675,4582000.93
7419,N08583Q,432679.33,4.582.050.196
7420,N08584R,432.695.077,4581841.87
7421,N08585S,432.632.327,4581908.56
7422,N08586T,432.755.888,4.581.782.155
7423,N08587U,432.632.026,4.581.536.305
7424,N08588V,432627.29,4.582.102.686
7425,N08589W,432.576.717,4.581.948.997
7426,N08590P,433.275.666,4.582.771.632
7427,N08591Q,433.349.198,4582699.07
7428,N08592R,433.307.286,4.582.804.638
7429,N08593S,433.255.931,4.582.611.099
7430,N08594T,433.169.531,4.582.525.845
7431,N08596V,433.117.393,4.582.283.959
7432,N08597W,433.139.901,4.582.368.178
7433,N08600A,433.451.233,4.582.591.833
7434,N08602C,433.683.947,4.582.934.624
7435,N08604E,433.552.239,4583067.8
7436,N08605F,433.894.849,4.583.081.774
7437,N08606G,433.912.791,4.583.304.778
7438,N08607H,434090.93,4.583.663.447
7439,N08608I,433.996.885,4.583.571.359
7440,N08609J,434.227.754,4.583.531.176
7441,N08610C,434.189.673,4.583.482.056
7442,N08611D,434.167.924,4.583.590.137
7443,N08614G,432.690.654,4.582.604.146
7444,N08615H,428.801.453,4.587.234.673
7445,N08616I,428.857.523,4.587.383.739
7446,N08619L,429.176.064,4.587.256.736
7447,N08620E,428.743.012,4.587.072.173
7448,N08621F,428856.45,4.587.213.523
7449,N08623H,428.953.993,4.587.178.442
7450,N08624I,428.912.567,4.587.067.109
7451,N08625J,428.895.332,4.587.020.472
7452,N08626K,428.785.211,4.586.887.393
7453,N08627L,428.636.395,4.587.112.185
7454,N08629N,429.101.448,4.587.125.405
7455,N08630G,429.060.872,4.586.963.231
7456,N08631H,429.297.323,4.587.022.886
7457,N08632I,429.064.331,4.586.825.224
7458,N08633J,429.177.403,4.587.192.757
7459,N08634K,429.137.321,4586900.72
7460,N08635L,429.130.921,4586874.02
7461,N08636M,429069.81,4586753.52
7462,N08638O,429.051.495,4.586.624.677
7463,N08639P,428.982.988,4586444.88
7464,N08640I,428.967.707,4586371.73
7465,N08641J,428.853.936,4.586.493.887
7466,N08642K,428862.27,4.586.731.772
7467,N08643L,428.438.729,4.586.555.321
7468,N08644M,428.564.507,4.586.503.764
7469,N08645N,428.521.844,4.586.281.268
7470,N08646O,429.566.379,4.586.725.906
7471,N08648Q,429.466.382,4.586.897.807
7472,N08649R,429.384.752,4.586.997.602
7473,N08650K,429.346.353,4.587.064.909
7474,N08651L,429.224.006,4.587.263.361
7475,N08652M,429.216.767,4.586.619.107
7476,N08655P,433.904.735,4.585.112.141
7477,N08656Q,434.321.943,4.584.771.437
7478,N08657R,434.229.814,4.584.864.348
7479,N08658S,433.633.658,4.585.563.655
7480,N08659T,433.652.469,4.585.742.764
7481,N08660M,432.144.048,4.581.615.811
7482,N08661N,432.414.455,4.581.415.063
7483,N08662O,432.387.522,4581510.71
7484,N08664Q,432.411.095,4.581.745.793
7485,N08665R,431.580.015,4.581.627.313
7486,N08666S,431.596.885,4.581.627.883
7487,N08667T,431.586.605,4.581.635.443
7488,N08668U,431.187.596,4.581.979.956
7489,N08669V,431.034.665,4.581.760.178
7490,N08670O,431.100.296,4.581.824.177
7491,N08671P,431.081.285,4.581.760.607
7492,N08672Q,431.103.465,4.581.782.497
7493,N08673R,431.132.426,4.581.810.707
7494,N08676U,425.384.704,4581464.12
7495,N08677V,425.325.216,4.581.662.801
7496,N08678W,425.393.264,4581374.11
7497,N08679X,425.234.072,4.581.234.081
7498,N08680Q,425.406.263,4581323.74
7499,N08681R,425.399.208,4581105.58
7500,N08684U,425440.74,4.582.365.831
7501,N08686W,425522.63,4.582.568.663
7502,N08687X,425.682.637,4583085.08
7503,N08690S,427759.7,4.582.048.825
7504,N08691T,427.819.743,4.582.095.602
7505,N08692U,427605.64,4.581.939.281
7506,N08693V,433686.41,4.587.361.037
7507,N08694W,433.070.271,4.588.556.817
7508,N08695X,432.861.776,4584080.88
7509,N08697Z,432.524.154,4583936.47
7510,N08699B,432.627.087,4.584.327.499
7511,N08700D,432.758.158,4.584.455.579
7512,N08701E,432.435.276,4584466.41
7513,N08702F,432.035.993,4583469.09
7514,N08703G,432.039.151,4.583.658.933
7515,N08704H,432.129.288,4.583.180.551
7516,N08708L,432.983.617,4.582.817.787
7517,N08709M,433.973.462,4.585.997.712
7518,N08710F,434.018.494,4.586.064.238
7519,N08711G,434.032.743,4.586.011.753
7520,N08712H,433.979.422,4.585.901.459
7521,N08713I,432.108.232,4.583.783.152
7522,N08714J,432.036.742,4.583.740.583
7523,N08715K,432.614.477,4.583.399.947
7524,N08716L,431.873.592,4.583.638.666
7525,N08717M,431.659.355,4.582.905.405
7526,N08718N,431.312.521,4.583.848.109
7527,N08720H,431.737.318,4.581.410.476
7528,N08725M,431.969.243,4.581.486.959
7529,N08727O,431.991.447,4.581.459.697
7530,N08728P,432089.16,4.581.583.966
7531,N08730J,431.692.973,4.581.404.799
7532,N08731K,429.695.015,4583258.5
7533,N08732L,429.309.938,4.583.779.024
7534,N08733M,427.970.802,4.585.222.368
7535,N08734N,427.815.979,4.585.200.108
7536,N08736P,427771.88,4.585.680.038
7537,N08737Q,427.909.937,4.585.293.907
7538,N08738R,430.527.936,4.585.346.851
7539,N08743O,429.194.077,4.587.655.641
7540,N08745Q,428.243.239,4.586.207.359
7541,N08746R,430.272.466,4.588.060.256
7542,N08748T,430491.84,4.588.167.514
7543,N08749U,430.203.586,4588245.88
7544,N08750N,430.454.424,4.588.345.262
7545,N08751O,430.471.614,4.588.309.082
7546,N08752P,430.524.445,4588281.3
7547,N08753Q,430.462.984,4.588.265.632
7548,N08755S,430.162.642,4.588.109.054
7549,N08758V,431.620.516,4.588.630.867
7550,N08762R,428.133.719,4.581.400.402
7551,N08763S,427.587.912,4580966.84
7552,N08764T,427.636.043,4.580.841.122
7553,N08768X,428.231.762,4.579.292.965
7554,N08769Y,428.195.662,4.579.345.515
7555,N08770R,428.214.382,4.579.275.995
7556,N08771S,428.177.202,4.579.335.835
7557,N08772T,428.195.522,4.579.263.925
7558,N08773U,428.151.072,4.579.337.846
7559,N08774V,428.257.449,4.579.243.247
7560,N08776X,428.217.622,4.579.225.465
7561,N08777Y,428.152.213,4.579.452.156
7562,N08778Z,428.102.843,4.579.448.126
7563,N08779A,430.045.493,4.580.333.743
7564,N08780T,429.982.453,4.580.322.733
7565,N08781U,430.729.039,4.580.962.142
7566,N08783W,430.696.059,4.580.983.468
7567,N08784X,430.293.871,4.581.219.445
7568,N08788B,425.528.444,4.582.742.041
7569,N08789C,425.405.801,4.582.416.031
7570,N08790V,428.831.147,4.585.112.899
7571,N08791W,429.921.799,4.583.841.599
7572,N08792X,427.245.879,4.585.692.132
7573,N08793Y,427.340.978,4.585.557.081
7574,N08794Z,427.403.691,4.585.884.451
7575,N08795A,427.575.602,4.585.652.153
7576,N08796B,427511.75,4.585.628.202
7577,N08797C,429.528.149,4.585.252.724
7578,N08798D,429618.65,4.585.279.384
7579,N08799E,429.654.369,4.586.488.945
7580,N08800G,429.590.936,4.586.482.911
7581,N08801H,429.399.582,4.585.246.534
7582,N08802I,428.660.279,4.587.177.008
7583,N08803J,432.038.263,4.590.451.163
7584,N08804K,430.907.256,4.588.445.299
7585,N08805L,430.877.193,4.588.381.328
7586,N08807N,432.284.086,4.587.921.508
7587,N08809P,432.209.344,4.587.930.498
7588,N08810I,432.684.834,4.588.640.251
7589,N08811J,432.736.991,4.588.759.366
7590,N08813L,432.575.701,4.588.591.282
7591,N08814M,432572.76,4.588.693.594
7592,N08817P,433.062.054,4.587.406.152
7593,N08821L,433.710.742,4583402.71
7594,N08823N,433.691.437,4583382.88
7595,N08824O,433.673.826,4.583.399.683
7596,N08825P,434.666.236,4.584.224.081
7597,N08826Q,425.457.278,4.576.608.252
7598,N08827R,425.346.688,4.576.739.573
7599,N08828S,430.106.244,4.580.052.301
7600,N08829T,429.518.028,4.579.683.028
7601,N08830M,429.478.105,4.579.380.456
7602,N08831N,429.045.422,4.579.098.929
7603,N08832O,428.576.124,4.579.416.213
7604,N08833P,429.102.169,4580020.78
7605,N08834Q,429285.46,4.580.085.258
7606,N08835R,428.632.578,4.579.970.483
7607,N08836S,426.089.812,4.576.666.996
7608,N08837T,428.209.732,4.578.311.778
7609,N08840O,427.617.563,4.582.812.729
7610,N08841P,427675.24,4.582.645.317
7611,N08842Q,426.186.351,4.583.462.967
7612,N08844S,426612.73,4.583.661.782
7613,N08845T,426.665.842,4.583.603.004
7614,N08846U,426.694.883,4.583.623.723
7615,N08847V,426.596.473,4.583.721.944
7616,N08848W,426.509.743,4.583.756.515
7617,N08849X,427.436.161,4.585.126.821
7618,N08850Q,427.620.065,4.585.130.631
7619,N08851R,423.677.311,4.586.661.251
7620,N08852S,423.633.851,4.586.673.311
7621,N08853T,423.545.091,4.586.704.387
7622,N08854U,423.512.391,4.586.647.562
7623,N08855V,423619.36,4.586.608.601
7624,N08856W,423.032.211,4.586.781.866
7625,N08857X,423.448.082,4.586.828.143
7626,N08858Y,423.459.133,4.586.943.293
7627,N08859Z,423.422.833,4.586.996.684
7628,N08860S,423.355.884,4.587.063.664
7629,N08861T,423.255.043,4.587.080.365
7630,N08862U,422.712.171,4.586.877.679
7631,N08863V,423.254.666,4.586.105.043
7632,N08864W,423.206.176,4.586.110.494
7633,N08865X,423.175.407,4.586.276.074
7634,N08866Y,423.190.166,4.586.039.854
7635,N08867Z,423.287.853,4.585.823.176
7636,N08868A,423.544.144,4.585.823.861
7637,N08869B,423.668.256,4585971.81
7638,N08870U,423.662.115,4585904.99
7639,N08871V,423.761.996,4.586.008.399
7640,N08872W,423.731.607,4586074.28
7641,N08873X,423.774.967,4.586.129.849
7642,N08874Y,423.797.233,4.586.066.215
7643,N08876A,423.815.487,4.586.057.159
7644,N08877B,423.836.263,4.586.051.783
7645,N08878C,423.840.357,4.586.095.679
7646,N08879D,423.881.287,4.586.098.059
7647,N08880W,423.895.477,4.586.058.788
7648,N08881X,423.919.316,4.586.186.565
7649,N08882Y,423.950.238,4.586.164.338
7650,N08883Z,423.938.093,4.586.230.042
7651,N08884A,423.930.773,4.586.287.698
7652,N08885B,423.949.713,4.586.302.015
7653,N08886C,423.999.822,4.586.265.098
7654,N08887D,424.014.738,4.586.238.488
7655,N08888E,424.116.548,4.586.148.527
7656,N08889F,423.974.979,4.586.402.608
7657,N08890Y,423.927.699,4.586.360.539
7658,N08891Z,423931.66,4.586.433.629
7659,N08892A,423954.79,4.586.487.629
7660,N08893B,424.184.709,4.586.327.387
7661,N08894C,423.869.299,4.586.390.955
7662,N08895D,423.836.279,4.586.348.599
7663,N08896E,423.563.337,4.586.224.321
7664,N08897F,423774.04,4586515.03
7665,N08898G,423886.16,4.586.534.939
7666,N08899H,423.930.731,4.586.626.049
7667,N08900J,423.848.721,4586589.21
7668,N08901K,424055.28,4.586.666.135
7669,N08902L,423.990.752,4.586.742.149
7670,N08903M,423.860.442,4586747.4
7671,N08904N,423.558.446,4.586.046.451
7672,N08905O,423.382.373,4.585.657.472
7673,N08907Q,423119.47,4.585.309.763
7674,N08908R,423.315.803,4584371.27
7675,N08909S,422.963.318,4.585.146.814
7676,N08910L,424.127.412,4.586.695.888
7677,N08911M,424.152.321,4.586.607.337
7678,N08912N,424.219.954,4.586.885.437
7679,N08913O,424.202.854,4.586.947.258
7680,N08914P,424.298.293,4.586.788.107
7681,N08915Q,424.296.723,4.586.844.837
7682,N08916R,424.283.789,4.587.052.001
7683,N08917S,424211.99,4.586.439.537
7684,N08918T,424.223.061,4.586.565.217
7685,N08919U,424.348.039,4.586.324.765
7686,N08920N,424465.81,4.586.407.715
7687,N08921O,424.270.343,4586152.46
7688,N08922P,424.543.036,4.586.214.988
7689,N08923Q,424.605.119,4.586.258.823
7690,N08924R,424715.02,4.586.293.933
7691,N08925S,424.533.875,4.585.698.343
7692,N08926T,424.626.354,4.585.600.062
7693,N08927U,424.520.225,4.585.659.423
7694,N08928V,424.501.074,4.585.593.123
7695,N08929W,424.546.014,4.585.569.123
7696,N08930P,424.486.664,4.585.544.323
7697,N08931Q,424.472.163,4.585.499.963
7698,N08932R,424.459.865,4.585.647.243
7699,N08933S,424.331.944,4.585.584.354
7700,N08934T,424.346.504,4.585.537.664
7701,N08935U,424.279.023,4.585.493.005
7702,N08936V,424.492.713,4.585.453.903
7703,N08937W,424.279.383,4.585.443.325
7704,N08938X,424.465.472,4.585.374.073
7705,N08940R,424.485.077,4.585.209.425
7706,N08941S,424.380.332,4.585.327.044
7707,N08942T,424.173.431,4.585.299.825
7708,N08945W,424.134.411,4.585.283.145
7709,N08946X,424.665.795,4.585.645.322
7710,N08947Y,424.707.523,4.585.405.201
7711,N08948Z,424.595.882,4.585.245.982
7712,N08949A,424.561.391,4.585.111.702
7713,N08950T,424.522.072,4.585.086.831
7714,N08951U,424524.65,4.585.011.752
7715,N08952V,424.508.474,4.585.241.503
7716,N08954X,424.299.095,4.585.799.965
7717,N08955Y,424674.94,4.584.964.831
7718,N08956Z,424.692.092,4.585.253.401
7719,N08957A,424.649.161,4.584.949.314
7720,N08958B,424.883.315,4.584.909.481
7721,N08959C,425.453.673,4.585.467.958
7722,N08961W,424.059.285,4.584.464.025
7723,N08962X,425435.81,4.586.210.517
7724,N08963Y,425.131.967,4.585.846.539
7725,N08964Z,425.283.127,4.586.724.083
7726,N08965A,426.909.843,4.585.624.649
7727,N08967C,427.393.348,4.582.866.857
7728,N08968D,426.716.651,4.583.481.453
7729,N08969E,426.673.082,4.583.538.203
7730,N08972Z,426.444.724,4.582.596.134
7731,N08973A,426.464.375,4.582.690.934
7732,N08974B,425.689.868,4583231.58
7733,N08975C,425.753.348,4583161.98
7734,N08977E,425.284.306,4.584.416.245
7735,N08978F,426.467.442,4.582.973.528
7736,N08980Z,424.635.513,4.586.697.534
7737,N08981A,431.342.985,4.581.823.039
7738,N08982B,431.389.488,4.581.850.721
7739,N08983C,431.318.286,4.581.803.165
7740,N08984D,431.300.793,4.581.790.201
7741,N08985E,431.340.588,4.581.788.446
7742,N08986F,431.406.846,4.581.784.865
7743,N08987G,431.413.836,4.581.791.945
7744,N08989I,430.834.648,4.583.457.712
7745,N08990B,428728.62,4.581.559.865
7746,N08991C,427.827.131,4.578.944.594
7747,N08992D,427.570.397,4.578.801.019
7748,N08993E,427.638.268,4.578.837.349
7749,N08994F,427.603.248,4.578.903.119
7750,N08996H,428.626.395,4.579.314.184
7751,N09001N,427489,4.581.840.265
7752,N09002O,427.534.241,4.581.861.944
7753,N09003P,426.252.387,4.580.998.034
7754,N09008U,428921.28,4.585.440.429
7755,N09009V,428.541.046,4.585.729.787
7756,N09010O,428.828.658,4.585.830.925
7757,N09011P,428.770.772,4.585.765.451
7758,N09012Q,428.700.372,4.585.799.691
7759,N09015T,429034.5,4.585.364.918
7760,N09016U,429.898.643,4.586.926.534
7761,N09017V,429564.01,4.586.687.916
7762,N09018W,433566.13,4.587.187.547
7763,N09019X,432.053.958,4.585.764.311
7764,N09022S,434.720.485,4.585.245.836
7765,N09036Y,428.212.282,4.575.341.359
7766,N09037Z,428.633.251,4.575.145.906
7767,N09038A,428.855.915,4.575.631.855
7768,N09039B,428097.72,4575093.22
7769,N09040U,427.743.908,4.574.872.942
7770,N09041V,427.978.908,4574843.17
7771,N09042W,428295.84,4.574.993.338
7772,N09043X,428.217.328,4.574.832.058
7773,N09044Y,428.412.402,4.575.247.447
7774,N09045Z,428.472.771,4.574.815.666
7775,N09046A,428.509.749,4.574.893.276
7776,N09047B,428.934.447,4574776.72
7777,N09048C,430091.14,4.580.010.532
7778,N09049D,426.390.611,4.583.287.956
7779,N09050W,426.463.779,4.583.194.134
7780,N09051X,427.789.611,4.585.186.265
7781,N09052Y,429.762.443,4.587.035.335
7782,N09053Z,429.765.914,4.587.074.515
7783,N09054A,426895.29,4.583.294.881
7784,N09055B,431.033.157,4583272.3
7785,N09056C,431.070.696,4583236.18
7786,N09057D,430.557.261,4587630.27
7787,N09062A,432797.56,4.584.602.889
7788,N09063B,432.598.229,4584614.83
7789,N09064C,426.964.252,4.580.885.067
7790,N09066E,430.779.247,4.584.656.944
7791,N09067F,430.791.537,4.584.630.894
7792,N09068G,430.715.687,4.584.729.734
7793,N09069H,430.694.707,4.584.756.455
